command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
llm batch-match,batch-match,run bounded match loops for a deterministic job queue,run bounded match loops for a deterministic job queue,"[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""compiler_profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""jobs"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output_directory"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": 1, ""dest"": ""max_workers"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-workers""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""max_attempts"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-attempts""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,False,False,[]
llm cpp-generate,cpp-generate,generate one bounded C++ proposal using a local-model profile,generate one bounded C++ proposal using a local-model profile,"[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""job"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""class_context"", ""help"": null, ""nargs"": null, ""option_strings"": [""--class-context""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,False,False,[]
llm generate,generate,generate one uncompiled C proposal,generate one uncompiled C proposal,"[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""job"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,True,False,[]
llm job-create,job-create,create a local-LLM job from a function packet,create a local-LLM job from a function packet,"[{""choices"": null, ""default"": null, ""dest"": ""function_packet"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": [""x86"", ""x86_64""], ""default"": null, ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""image_base"", ""help"": null, ""nargs"": null, ""option_strings"": [""--image-base""], ""required"": false, ""type"": ""<lambda>""}, {""choices"": null, ""default"": null, ""dest"": ""function_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--function-name""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 4, ""dest"": ""max_attempts"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-attempts""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""inline"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--inline""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,False,False,[]
llm job-from-range,job-from-range,create a local-LLM job from an explicit byte range,create a local-LLM job from an explicit byte range,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""rva"", ""help"": null, ""nargs"": null, ""option_strings"": [""--rva""], ""required"": true, ""type"": ""<lambda>""}, {""choices"": null, ""default"": null, ""dest"": ""size"", ""help"": null, ""nargs"": null, ""option_strings"": [""--size""], ""required"": true, ""type"": ""<lambda>""}, {""choices"": [""x86"", ""x86_64""], ""default"": null, ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""function_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--function-name""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""image_base"", ""help"": null, ""nargs"": null, ""option_strings"": [""--image-base""], ""required"": false, ""type"": ""<lambda>""}, {""choices"": null, ""default"": null, ""dest"": ""mnemonics"", ""help"": null, ""nargs"": null, ""option_strings"": [""--mnemonics""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 4, ""dest"": ""max_attempts"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-attempts""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,False,False,[]
llm match,match,"run bounded generation, compilation, relocation resolution, and exact byte matching","run bounded generation, compilation, relocation resolution, and exact byte matching","[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""compiler_profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""job"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output_directory"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""max_attempts"", ""help"": null, ""nargs"": null, ""option_strings"": [""--max-attempts""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""overwrite"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--overwrite""], ""required"": false, ""type"": null}]",True,True,True,False,[]
llm probe,probe,probe the provider model-list endpoint,probe the provider model-list endpoint,"[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,True,True,False,[]
llm profile-create,profile-create,create a validated local-model provider profile,create a validated local-model provider profile,"[{""choices"": [""llama.cpp"", ""lm-studio"", ""localai"", ""ollama"", ""openai-compatible"", ""vllm""], ""default"": null, ""dest"": ""provider"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""model"", ""help"": null, ""nargs"": null, ""option_strings"": [""--model""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""base_url"", ""help"": null, ""nargs"": null, ""option_strings"": [""--base-url""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""id"", ""help"": null, ""nargs"": null, ""option_strings"": [""--id""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""api_key_env"", ""help"": null, ""nargs"": null, ""option_strings"": [""--api-key-env""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": false, ""dest"": ""allow_remote"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--allow-remote""], ""required"": false, ""type"": null}]",True,True,True,False,"[""allow_remote""]"
llm profile-validate,profile-validate,validate a local-model provider profile,validate a local-model provider profile,"[{""choices"": null, ""default"": null, ""dest"": ""profile"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,True,True,False,[]
llm prompt,prompt,materialize the deterministic prompt without contacting a model,materialize the deterministic prompt without contacting a model,"[{""choices"": null, ""default"": null, ""dest"": ""job"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,True,True,False,[]
llm providers,providers,list built-in local-model provider presets,list built-in local-model provider presets,[],True,True,True,False,[]
llm verify,verify,verify a local-model byte-match report and accepted artifact hashes,verify a local-model byte-match report and accepted artifact hashes,"[{""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,True,True,False,[]
loop,loop,canonical loop capability commands,Canonical loop commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
loop list,list,list command,,[],True,False,False,False,[]
loop run,run,run command,,"[{""choices"": null, ""default"": null, ""dest"": ""function_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""source"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""compile_command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""rva"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""slot_size"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [""--symbol""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""trailing-padding"", ""dest"": ""policy"", ""help"": null, ""nargs"": null, ""option_strings"": [""--policy""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 120, ""dest"": ""timeout"", ""help"": null, ""nargs"": null, ""option_strings"": [""--timeout""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": false, ""dest"": ""execute"", ""help"": null, ""nargs"": 0, ""option_strings"": [""--execute""], ""required"": false, ""type"": null}]",True,False,False,False,[]
loop show,show,show command,,"[{""choices"": null, ""default"": null, ""dest"": ""loop_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
map-inspect,map-inspect,parse an MSVC-compatible linker map,,"[{""choices"": null, ""default"": null, ""dest"": ""map"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,False,False,[]
match,match,canonical match capability commands,Canonical match commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
match batch,batch,batch command,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""candidates_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": [""exact"", ""trailing-padding""], ""default"": ""trailing-padding"", ""dest"": ""policy"", ""help"": null, ""nargs"": null, ""option_strings"": [""--policy""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""pad_bytes_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pad-bytes-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
match compare,compare,compare command,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": [""exact"", ""trailing-padding""], ""default"": ""trailing-padding"", ""dest"": ""policy"", ""help"": null, ""nargs"": null, ""option_strings"": [""--policy""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""pad_bytes_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--pad-bytes-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""protected_offsets_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--protected-offsets-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
match mismatches,mismatches,mismatches command,,"[{""choices"": null, ""default"": null, ""dest"": ""run_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
match report,report,report command,,"[{""choices"": null, ""default"": null, ""dest"": ""run_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
mcp-commit,mcp-commit,commit an approved MCP mutation,,"[{""choices"": null, ""default"": null, ""dest"": ""url"", ""help"": null, ""nargs"": null, ""option_strings"": [""--url""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--command-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""approval_hash"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""allow_tool"", ""help"": null, ""nargs"": null, ""option_strings"": [""--allow-tool""], ""required"": true, ""type"": null}]",True,False,False,False,[]
mcp-propose,mcp-propose,propose an evidence-linked MCP mutation for approval,,"[{""choices"": null, ""default"": null, ""dest"": ""url"", ""help"": null, ""nargs"": null, ""option_strings"": [""--url""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--command-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""tool"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""arguments"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_json_object""}, {""choices"": null, ""default"": null, ""dest"": ""allow_tool"", ""help"": null, ""nargs"": null, ""option_strings"": [""--allow-tool""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""rationale"", ""help"": null, ""nargs"": null, ""option_strings"": [""--rationale""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""evidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence""], ""required"": true, ""type"": null}]",True,False,False,False,[]
mcp-read,mcp-read,invoke a read-only MCP tool through the project gateway,,"[{""choices"": null, ""default"": null, ""dest"": ""url"", ""help"": null, ""nargs"": null, ""option_strings"": [""--url""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--command-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""tool"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""arguments"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_json_object""}]",True,False,False,False,[]
mcp-tools,mcp-tools,list tools exposed by a configured MCP endpoint,,"[{""choices"": null, ""default"": null, ""dest"": ""url"", ""help"": null, ""nargs"": null, ""option_strings"": [""--url""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""command_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--command-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
memory-add,memory-add,append an evidence-linked project-memory entry,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""category"", ""help"": null, ""nargs"": null, ""option_strings"": [""--category""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""summary"", ""help"": null, ""nargs"": null, ""option_strings"": [""--summary""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""{}"", ""dest"": ""details_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--details-json""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": [], ""dest"": ""evidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence""], ""required"": false, ""type"": null}]",True,False,False,False,[]
memory-render,memory-render,render project memory as Markdown,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,False,False,[]
memory-verify,memory-verify,verify the integrity of project-memory records,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,False,False,[]
metadata-scan,metadata-scan,"recover bounded MSVC RTTI, vtables, unwind, TLS, and initializer metadata",,"[{""choices"": null, ""default"": null, ""dest"": ""pe"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": [], ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [""--object""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""map"", ""help"": null, ""nargs"": null, ""option_strings"": [""--map""], ""required"": false, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
mod,mod,canonical mod capability commands,Canonical mod commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
mod branch-init,branch-init,branch-init command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""baseline"", ""help"": null, ""nargs"": null, ""option_strings"": [""--baseline""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
module,module,canonical module capability commands,Canonical module commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
module add-member,add-member,add-member command,,"[{""choices"": null, ""default"": null, ""dest"": ""module_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""member_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""member_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""ordinal"", ""help"": null, ""nargs"": null, ""option_strings"": [""--ordinal""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
module add-unit-member,add-unit-member,add-unit-member command,,"[{""choices"": null, ""default"": null, ""dest"": ""unit_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""member_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""member_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""external"", ""dest"": ""linkage"", ""help"": null, ""nargs"": null, ""option_strings"": [""--linkage""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 0, ""dest"": ""ordinal"", ""help"": null, ""nargs"": null, ""option_strings"": [""--ordinal""], ""required"": false, ""type"": ""int""}]",True,False,False,False,[]
module assign,assign,assign command,,"[{""choices"": null, ""default"": null, ""dest"": ""function_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""module"", ""help"": null, ""nargs"": null, ""option_strings"": [""--module""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""class_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--class-name""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""header"", ""help"": null, ""nargs"": null, ""option_strings"": [""--header""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""source"", ""help"": null, ""nargs"": null, ""option_strings"": [""--source""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": null}]",True,False,False,False,[]
module create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": ""static-library"", ""dest"": ""kind"", ""help"": null, ""nargs"": null, ""option_strings"": [""--kind""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""source_path"", ""help"": null, ""nargs"": null, ""option_strings"": [""--source-path""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 1.0, ""dest"": ""confidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--confidence""], ""required"": false, ""type"": ""float""}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
module create-unit,create-unit,create-unit command,,"[{""choices"": null, ""default"": null, ""dest"": ""source_path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""module_id"", ""help"": null, ""nargs"": null, ""option_strings"": [""--module-id""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""cpp"", ""dest"": ""language"", ""help"": null, ""nargs"": null, ""option_strings"": [""--language""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 1.0, ""dest"": ""confidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--confidence""], ""required"": false, ""type"": ""float""}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
module list,list,list command,,[],True,False,False,False,[]
module show,show,show command,,"[{""choices"": null, ""default"": null, ""dest"": ""module_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
module show-unit,show-unit,show-unit command,,"[{""choices"": null, ""default"": null, ""dest"": ""unit_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
module suggest,suggest,suggest command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
objdiff-run,objdiff-run,run an objdiff-compatible comparison manifest,,"[{""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
patch-image,patch-image,patch a function body into a PE image,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""candidate"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""rva"", ""help"": null, ""nargs"": null, ""option_strings"": [""--rva""], ""required"": true, ""type"": ""_int""}, {""choices"": null, ""default"": null, ""dest"": ""expected_original_sha256"", ""help"": null, ""nargs"": null, ""option_strings"": [""--expected-original-sha256""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""expected_function_sha256"", ""help"": null, ""nargs"": null, ""option_strings"": [""--expected-function-sha256""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,"[""expected_original_sha256"", ""expected_function_sha256""]"
