command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
tests add,add,add command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""scope_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""scope_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""test_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""relative_path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""content_file"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""applicability_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--applicability-json""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""evidence_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence-json""], ""required"": true, ""type"": null}]",True,False,False,False,[]
tests explain,explain,explain command,,"[{""choices"": null, ""default"": null, ""dest"": ""test_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
tests list,list,list command,,[],True,False,False,False,[]
tests promote-counterexample,promote-counterexample,promote-counterexample command,,"[{""choices"": null, ""default"": null, ""dest"": ""counterexample_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--name""], ""required"": false, ""type"": null}]",True,False,False,False,[]
tests synthesize,synthesize,synthesize command,,"[{""choices"": null, ""default"": null, ""dest"": ""scope_kind"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""scope_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--name""], ""required"": false, ""type"": null}]",True,False,False,False,[]
text-swap,text-swap,canonical text-swap capability commands,Canonical text-swap commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
text-swap build,build,build command,,"[{""choices"": null, ""default"": null, ""dest"": ""replacement"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [""--original""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": "".text"", ""dest"": ""section_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--section-name""], ""required"": false, ""type"": null}]",True,False,False,False,[]
text-swap inject,inject,inject command,,"[{""choices"": null, ""default"": null, ""dest"": ""plan"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
text-swap plan,plan,plan command,,"[{""choices"": null, ""default"": null, ""dest"": ""original"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""replacement"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": "".text"", ""dest"": ""section_name"", ""help"": null, ""nargs"": null, ""option_strings"": [""--section-name""], ""required"": false, ""type"": null}]",True,False,False,False,[]
text-swap verify,verify,verify command,,"[{""choices"": null, ""default"": null, ""dest"": ""plan"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
toolchain,toolchain,canonical toolchain capability commands,Canonical toolchain commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
toolchain hash-tree,hash-tree,hash-tree command,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
toolchain redact-package,redact-package,redact-package command,,"[{""choices"": null, ""default"": null, ""dest"": ""root"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [""--manifest""], ""required"": false, ""type"": null}]",True,False,False,False,[]
toolchain verify-local,verify-local,verify-local command,,"[{""choices"": null, ""default"": null, ""dest"": ""manifest"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,False,False,False,[]
toolchain-register,toolchain-register,register a versioned compiler toolchain,,"[{""choices"": null, ""default"": null, ""dest"": ""registry"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""toolchain_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""family"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""version"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""executable"", ""help"": ""role=path"", ""nargs"": null, ""option_strings"": [""--executable""], ""required"": true, ""type"": null}]",True,False,False,False,[]
toolchain-verify,toolchain-verify,verify a registered toolchain and executable hashes,,"[{""choices"": null, ""default"": null, ""dest"": ""registry"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""toolchain_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
triage,triage,canonical triage capability commands,Canonical triage commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
triage next,next,emit a triage plan only; no workflow state is modified,emit a triage plan only; no workflow state is modified,"[{""choices"": [""matching"", ""playable""], ""default"": ""matching"", ""dest"": ""goal"", ""help"": null, ""nargs"": null, ""option_strings"": [""--goal""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": 25, ""dest"": ""limit"", ""help"": null, ""nargs"": null, ""option_strings"": [""--limit""], ""required"": false, ""type"": ""int""}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,True,False,False,[]
type,type,canonical type capability commands,Canonical type commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
type propagate,propagate,emit a type-propagation plan only; no source edits are performed,emit a type-propagation plan only; no source edits are performed,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": false, ""type"": null}]",True,True,False,False,[]
verify-project,verify-project,"verify project structure, contracts, and recorded hashes",,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,True,False,[]
vtable,vtable,canonical vtable capability commands,Canonical vtable commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
vtable recover,recover,recover command,,"[{""choices"": null, ""default"": null, ""dest"": ""image"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""metadata_report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--metadata-report""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [""--output""], ""required"": true, ""type"": null}]",True,False,False,False,[]
windows,windows,canonical windows capability commands,Canonical windows commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
